tender_id,notice_file,notice_pages,ministry,ministry_id,agency,agency_id,procuring_entity,procuring_entity_id,procuring_entity_code,district,district_original,city,thana,country,phone,procurement_nature,procurement_type,event_type,invitation_for,invitation_ref,status,status_original,app_id,method,budget_type,source_of_funds,development_partner,project_code,project,project_id,package_no,package_description,category,evaluation_type,document_price_taka,document_price_original,payment_mode,published_date,last_selling_date,premeeting_start,premeeting_end,closing_date,opening_date,security_last_date,security_valid_until,tender_valid_until,inviting_officer,inviting_officer_id,inviting_officer_designation,lots,eligibility_source_field,eligibility_page,eligibility_chars,eligibility_clauses,eligibility_numbering,eligibility_published,eligibility_substantive,eligibility_categories,amended,amendment_no,amendment_no_printed,amendment_changed_fields,eligibility_amended
637171,Tender Notice_PDFs/RAJUK_Tender_637171.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara Apartment Project,og0012,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9572010,Goods,NCT,TENDER,Tender - Single Lot,GD/UAP/Lift-03,Re-Tendered,Re-Tendered,177033,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,GD/UAP/Lift-03,"Supply, Installation, Testing and Commissioning of 03 Nos 1250 KG Passenger Cum Bed Lift for the Commercial Complex",Lifting and handling equipment and parts; General-purpose machinery;,Lot wise,1000,1000,Payment through Bank,2021-12-22,2022-01-16,2021-12-23,2022-01-05,2022-01-17,2022-01-17,2022-01-17,2022-06-14,2022-05-17,Mohammad Muzaffar Uddin,pp0004,PD (Uttara Appartment),1,eligibility,1,1577,3,(n),yes,yes,cert_licence_class;cert_other;experience_count;experience_general;experience_similar;financial_liquid;personnel,no,,,,no
639202,Tender Notice_PDFs/RAJUK_Tender_639202.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Superintending Engineer (Civil Circle-4),og0014,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9572010,Works,NCT,TENDER,Tender - Single Lot,RAJUK/CC-4/Imp-06/Sector-3/Road,Contract Awarded,Contract Awarded,181641,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/imp-06/2021-22/WR1,Construction of road no. 20/A at sector-03 of Uttara residential area.,"Construction work;Site preparation work;Building demolition and wrecking work and earthmoving work;Test drilling and boring work;Works for complete or part construction and civil engineering work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works;Building installation work;Electrical installation work;Insulation work;Plumbing and sanitary works;Fencing, railing and safety equipment installation work;Mechanical installations;Building completion work;Plastering work;Joinery and carpentry installation work;Floor and wall covering work;Painting and glazing work;Other building completion work;Hire of construction and civil engineering machinery and equipment with operator;Hire of cranes with operator;Hire of earthmoving equipment with operator",Lot wise,1000,1000,Payment through Bank,2022-02-20,2022-03-21,2022-02-20,2022-02-27,2022-03-22,2022-03-22,2022-03-22,2022-07-18,2022-06-20,Md Mobarak Hossain,pp0009,Superintending Engineer,1,eligibility,1,11,1,unnumbered,no,no,deferred,yes,2,2,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,no
639295,Tender Notice_PDFs/RAJUK_Tender_639295.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Lift_Bldg-4,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Lift_Bldg-4,"Supply, Installation, Testing and Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Seven Storied Apartment","Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-12-22,2022-01-17,2021-12-23,2021-12-30,2022-01-18,2022-01-18,2022-01-18,2022-06-15,2022-05-18,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
639731,Tender Notice_PDFs/RAJUK_Tender_639731.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/76,To be Re-Tendered,To be Re-Tendered,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/76,"Construction of Remaining Internal Road, RCC Road and Surface Drain at Sector-05(Part) of Purbachal New Town Project (Package-RDC-05, Lot-03).",Site preparation work; Construction work;Building demolition and wrecking work and earthmoving work;Test drilling and boring work,Lot wise,2000,2000,Payment through Bank,2021-12-26,2022-01-19,2021-12-27,2022-01-06,2022-01-20,2022-01-20,2022-01-20,2022-05-18,2022-04-20,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
639732,Tender Notice_PDFs/RAJUK_Tender_639732.pdf,1,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Purbachal New Town Project,og0015,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9554969,Works,NCT,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/77,To be Re-Tendered,To be Re-Tendered,179660,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-PURBACHAL,Purbachal New town Project,pr0009,Rajuk/PD_Purbachal/77,"Construction of RCC Road with Remaining bituminous road including Surface Drain at Sector No-30 of Purbachal New Town Project (Package-RDC-30, Lot-2).",Site preparation work; Construction work;Building demolition and wrecking work and earthmoving work;Test drilling and boring work,Lot wise,2000,2000,Payment through Bank,2021-12-26,2022-01-19,2021-12-27,2022-01-06,2022-01-20,2022-01-20,2022-01-20,2022-05-18,2022-04-20,Ujjwal Mallick,pp0099,Project Director,1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
639913,Tender Notice_PDFs/RAJUK_Tender_639913.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Solar_Bldg-4,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Solar_Bldg.-4,"RAJUK/PD_9apt/Solar_Bldg.-4 Supply, Installation, Testing and Commissioning of 8 Kwp Solar System for Seven Storied","Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-12-22,2022-01-17,2021-12-23,2021-12-30,2022-01-18,2022-01-18,2022-01-18,2022-06-15,2022-05-18,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
639927,Tender Notice_PDFs/RAJUK_Tender_639927.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",og0006,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9559386,Goods,NCT,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Gen-S/S._Bldg-4,Contract Awarded,Contract Awarded,178132,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/PD_9apt/Gen-S/S._Bldg-4,"RAJUK/PD_9apt/Gen-S/S._Bldg-4 Supply, Installation, Testing and Commissioning of 1(One) Number 300KVA Sub-Station & 80","Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Lot wise,1000,1000,Payment through Bank,2021-12-22,2022-01-17,2021-12-23,2021-12-30,2022-01-18,2022-01-18,2022-01-18,2022-06-15,2022-05-18,Rahat Muslemin,pp0003,PD (9apt),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
641674,Tender Notice_PDFs/RAJUK_Tender_641674.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Superintending Engineer (Civil Circle-4),og0014,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9572010,Works,NCT,TENDER,Tender - Single Lot,RAJUK/CC-4/Imp-06/Sector-6/Building-01,Contract Awarded,Contract Awarded,181641,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,RAJUK/imp-06/2021-22/WR4,"Repairing works of building-01 of staff quarter at sector-06, Uttara.","Construction work; Site preparation work; Works for complete or part construction and civil engineering work; Building installation work; Building completion work; Hire of construction and civil engineering machinery and equipment with operator;Building demolition and wrecking work and earthmoving work;Test drilling and boring work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works;Electrical installation work;Insulation work;Plumbing and sanitary works;Fencing, railing and safety equipment installation work;Mechanical installations;Plastering work;Joinery and carpentry installation work;Floor and wall covering work;Painting and glazing work;Other building completion work;Hire of cranes with operator;Hire of earthmoving equipment with operator",Lot wise,1000,1000,Payment through Bank,2022-02-20,2022-03-21,2022-02-20,2022-02-27,2022-03-22,2022-03-22,2022-03-22,2022-07-18,2022-06-20,Md Mobarak Hossain,pp0009,Superintending Engineer,1,eligibility,1,11,1,unnumbered,no,no,deferred,yes,2,2,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,no
647342,Tender Notice_PDFs/RAJUK_Tender_647342.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9563605,Works,NCT,TENDER,Tender - Single Lot,PD_U3P/3,Contract Awarded,Contract Awarded,176799,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-UMT,Uttara Residential Model Town (3rd Phase),pr0035,PD_U3P/3,Supply Fitting & fixing of Solar System LED Street light starting from Bridge No- 01 of Sonargaon Janapath Road to West side Circle and Bridge No- 02 of Avenue- 9 to West Avenue in Uttara ( 3rd Phase) Project (Group-1).,"Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Lot wise,2000,2000,Payment through Bank,2022-01-16,2022-02-06,2022-01-17,2022-01-24,2022-02-07,2022-02-07,2022-02-07,2022-06-05,2022-05-08,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
647346,Tender Notice_PDFs/RAJUK_Tender_647346.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9563605,Works,NCT,TENDER,Tender - Single Lot,PD_U3P/4,Contract Awarded,Contract Awarded,176799,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-UMT,Uttara Residential Model Town (3rd Phase),pr0035,PD_U3P/4,Supply fitting & fixing of solar system LED street light starting form Rail Depo underpass to south side of west Avenue Road in Uttara (3rd Phase) Project (Group-2).,"Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Lot wise,2000,2000,Payment through Bank,2022-01-16,2022-02-06,2022-01-17,2022-01-24,2022-02-07,2022-02-07,2022-02-07,2022-06-05,2022-05-08,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
647351,Tender Notice_PDFs/RAJUK_Tender_647351.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9563605,Works,NCT,TENDER,Tender - Single Lot,PD_U3P/5,Contract Awarded,Contract Awarded,176799,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-UMT,Uttara Residential Model Town (3rd Phase),pr0035,PD_U3P/5,"Supply fitting & fixing of solar system LED stree light on part of Avenue-3 & 4 and upto Bridge No-5 of Avenue-1 in Uttara (3rd Phase) Project, (Group-3).","Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Lot wise,2000,2000,Payment through Bank,2022-01-16,2022-02-06,2022-01-17,2022-01-24,2022-02-07,2022-02-07,2022-02-07,2022-06-05,2022-05-08,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
647356,Tender Notice_PDFs/RAJUK_Tender_647356.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9563605,Works,NCT,TENDER,Tender - Single Lot,PD_U3P/6,Contract Awarded,Contract Awarded,176799,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-UMT,Uttara Residential Model Town (3rd Phase),pr0035,PD_U3P/6,"Supply Fitting & fixing of Solar System LED street light starting from Sector No. 14 of Graveyard to South side of Lake drive road of Avenue-7 upto Bridge 06 in Uttara.(3rd Phase) Project, (Group-4).","Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Lot wise,2000,2000,Payment through Bank,2022-01-16,2022-02-06,2022-01-17,2022-01-24,2022-02-07,2022-02-07,2022-02-07,2022-06-05,2022-05-08,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
647359,Tender Notice_PDFs/RAJUK_Tender_647359.pdf,2,Ministry of Housing and Public Works,og0001,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,Uttara 3rd Phase Project,og0063,,Dhaka,Dhaka,Dhaka,Motijheel,Bangladesh,02-9563605,Works,NCT,TENDER,Tender - Single Lot,PD_U3P/7,Contract Awarded,Contract Awarded,176799,Open Tendering Method (OTM),Own Fund,Own fund,,5-3205-3111-UMT,Uttara Residential Model Town (3rd Phase),pr0035,PD_U3P/7,"Supply Fitting & fixing of Solar System LED street light on Part of Avenue- 7 and upto the part of Avenue- 6 Central Circle in Uttara (3rd Phase) Project, (Group-5).","Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Lot wise,1000,1000,Payment through Bank,2022-01-16,2022-02-06,2022-01-17,2022-01-24,2022-02-07,2022-02-07,2022-02-07,2022-06-05,2022-05-08,MD. HAFIZUL ISLAM,pp0108,PD (Uttara 3rd Phase),1,eligibility,1,11,1,unnumbered,no,no,deferred,no,,,,no
