"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"339042","RAJUK","Office of the Chief Engineer (Implementation)","Construction of RCC Drain at North side of Bangladesh China Friendship Exhibition center at Sector no-04 of Purbachal New Town Project.","AWARDED_BIDDER","M/S Razin International","RAZIN INTERNATIONAL","9630921.42","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_339042.pdf","1","Contract Value (Taka): 9630921.42; Name of Supplier/Contractor/Consultant: M/S Razin International","bid amount equals the awarded contract value as printed on the award notice"
"339042","RAJUK","Office of the Chief Engineer (Implementation)","Construction of RCC Drain at North side of Bangladesh China Friendship Exhibition center at Sector no-04 of Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_339042.pdf","1","Received: 6; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"376450","RAJUK","office of the Chief Engineer ( Project & Design)","Temporary illumination of Rajuk Zonal Offices & Site Offices in different Religion Festivals & State Phase.","AWARDED_BIDDER","M/S TANIN ENTERPRISE","TANIN ENTERPRISE","865065.77","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_376450.pdf","1","Contract Value (Taka): 865065.77; Name of Supplier/Contractor/Consultant: M/S TANIN ENTERPRISE","bid amount equals the awarded contract value as printed on the award notice"
"376450","RAJUK","office of the Chief Engineer ( Project & Design)","Temporary illumination of Rajuk Zonal Offices & Site Offices in different Religion Festivals & State Phase.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_376450.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"427350","RAJUK","Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka","Supply & Installation of PA System Telecommunication Access Control & Security and General Electrical Equipment for PIU Office","AWARDED_BIDDER","Optimal Technology (Pvt. ) Ltd.","OPTIMAL TECHNOLOGY LTD","6486507.05","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_427350.pdf","1","Contract Value (Taka): 6486507.05; Name of Supplier/Contractor/Consultant: Optimal Technology (Pvt. ) Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"427350","RAJUK","Office of the Project Director, Urban Resilience Project-RAJUK Part,RAJUK,Dhaka","Supply & Installation of PA System Telecommunication Access Control & Security and General Electrical Equipment for PIU Office","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_427350.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"427858","RAJUK","Purbachal New Town Project","Providing Private Security & Cleaning Service for Site Ofce at Sector No-04 of Purbachal New Town Project.","AWARDED_BIDDER","M/S. Alam & Co.","ALAM CO","2665436.40","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_427858.pdf","1","Contract Value (Taka): 2665436.40; Name of Supplier/Contractor/Consultant: M/S. Alam & Co.","bid amount equals the awarded contract value as printed on the award notice"
"427858","RAJUK","Purbachal New Town Project","Providing Private Security & Cleaning Service for Site Ofce at Sector No-04 of Purbachal New Town Project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_427858.pdf","1","Received: 6; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"427863","RAJUK","Purbachal New Town Project","Construction of internal Road and surface Drain at Sector no -05 part of purbachal new town project. Package RDC -05 Lot-02.","AWARDED_BIDDER","MOZAHAR ENTERPRISE (PVT.) LTD. & M/S REZA ENTERPRISE-JV","MOZAHAR ENTERPRISE LTD M S REZA ENTERPRISE JV","38993439.01","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_427863.pdf","1","Contract Value (Taka): 38993439.01; Name of Supplier/Contractor/Consultant: MOZAHAR ENTERPRISE (PVT.) LTD. & M/S REZA ENTERPRISE-JV ( JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%] , MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%] )","bid amount equals the awarded contract value as printed on the award notice"
"427863","RAJUK","Purbachal New Town Project","Construction of internal Road and surface Drain at Sector no -05 part of purbachal new town project. Package RDC -05 Lot-02.","JV_PARTNER_OF_WINNER","M/S REZA ENTERPRISE","REZA ENTERPRISE","35094095.11","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","90.000","","Tender_427863.pdf","1","JVCA Partners [Business Share]: M/S REZA ENTERPRISE [90.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"427863","RAJUK","Purbachal New Town Project","Construction of internal Road and surface Drain at Sector no -05 part of purbachal new town project. Package RDC -05 Lot-02.","JV_PARTNER_OF_WINNER","MOZAHAR ENTERPRISE (PVT.) LTD.","MOZAHAR ENTERPRISE LTD","3899343.90","responsive_as_part_of_the_winning_joint_venture","qualified_as_part_of_the_joint_venture","","","","","10.000","","Tender_427863.pdf","1","JVCA Partners [Business Share]: MOZAHAR ENTERPRISE (PVT.) LTD. [10.000%]","bid_amount here is the partner's declared share of the contract value, not a separately published bid"
"431689","RAJUK","Uttara 3rd Phase Project","Repair & Renovation work of Avenue-9 bridge no- 02 to bridge no-11 of the Uttara Residential Model Town 3rd phase project.","AWARDED_BIDDER","Momotaj Engineers Ltd.","MOMOTAJ ENGINEERS LTD","25495255.78","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431689.pdf","1","Contract Value (Taka): 25495255.78; Name of Supplier/Contractor/Consultant: Momotaj Engineers Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"431689","RAJUK","Uttara 3rd Phase Project","Repair & Renovation work of Avenue-9 bridge no- 02 to bridge no-11 of the Uttara Residential Model Town 3rd phase project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_431689.pdf","1","Received: 5; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 4 bidder(s)"
"431690","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the southern part of sector 15 of Uttara Residential Model Town 3rd phase project.","AWARDED_BIDDER","M/S. Sapna Construction","SAPNA CONSTRUCTION","23185264.03","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431690.pdf","1","Contract Value (Taka): 23185264.03; Name of Supplier/Contractor/Consultant: M/S. Sapna Construction","bid amount equals the awarded contract value as printed on the award notice"
"431690","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the southern part of sector 15 of Uttara Residential Model Town 3rd phase project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_431690.pdf","1","Received: 7; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"431692","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block A B & C of sector 16 of Uttara Residential Model Town 3rd phase project.","AWARDED_BIDDER","M/S Udayan Builders","UDAYAN BUILDERS","25765686.21","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431692.pdf","1","Contract Value (Taka): 25765686.21; Name of Supplier/Contractor/Consultant: M/S Udayan Builders","bid amount equals the awarded contract value as printed on the award notice"
"431692","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block A B & C of sector 16 of Uttara Residential Model Town 3rd phase project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_431692.pdf","1","Received: 6; Responsive: 5 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"431697","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block H I & J of sector 16 of Uttara Residential Model Town 3rd phase project.","AWARDED_BIDDER","Momotaj Engineers Ltd.","MOMOTAJ ENGINEERS LTD","26794543.18","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431697.pdf","1","Contract Value (Taka): 26794543.18; Name of Supplier/Contractor/Consultant: Momotaj Engineers Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"431697","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block H I & J of sector 16 of Uttara Residential Model Town 3rd phase project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_431697.pdf","1","Received: 6; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"431699","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads related area of e-Passport and Automated Border Control Management System Project at sector 16 of Uttara Residential model town 3rd phase project.","AWARDED_BIDDER","M/S Udayan Builders","UDAYAN BUILDERS","26903358.88","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431699.pdf","1","Contract Value (Taka): 26903358.88; Name of Supplier/Contractor/Consultant: M/S Udayan Builders","bid amount equals the awarded contract value as printed on the award notice"
"431699","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads related area of e-Passport and Automated Border Control Management System Project at sector 16 of Uttara Residential model town 3rd phase project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_431699.pdf","1","Received: 6; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 2 bidder(s)"
"431701","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block D E F & G of sector 16 of Uttara Residential Model Town 3rd phase project.","AWARDED_BIDDER","Starlite Services Limited","STARLITE SERVICES LTD","24082660.68","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431701.pdf","1","Contract Value (Taka): 24082660.68; Name of Supplier/Contractor/Consultant: Starlite Services Limited","bid amount equals the awarded contract value as printed on the award notice"
"431701","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block D E F & G of sector 16 of Uttara Residential Model Town 3rd phase project.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_431701.pdf","1","Received: 7; Responsive: 4 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"431702","RAJUK","Uttara 3rd Phase Project","Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the northern part of sector 15 of Uttara Residential Model Town 3rd phase project.","AWARDED_BIDDER","M/S REZA ENTERPRISE","REZA ENTERPRISE","23615131.51","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_431702.pdf","1","Contract Value (Taka): 23615131.51; Name of Supplier/Contractor/Consultant: M/S REZA ENTERPRISE","bid amount equals the awarded contract value as printed on the award notice"
